"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/EnvironmentPack2/Materials/M_IronDoor.M_IronDoor","0","23","1","1","73.675323","0","293"
"/Game/EnvironmentPack2/Materials/M_Hideout_Awnings.M_Hideout_Awnings","0","15","1","1","48.791431","0","138"
"/Game/EnvironmentPack2/Materials/M_Hangar_Wall_02.M_Hangar_Wall_02","0","14","1","1","38.861427","0","118"
"/Game/EnvironmentPack2/Materials/M_Hangar_Wall.M_Hangar_Wall","0","14","1","1","47.878525","0","118"
"/Game/EnvironmentPack2/Materials/M_Hangar_Surbase.M_Hangar_Surbase","0","14","1","1","43.754398","0","118"
"/Game/EnvironmentPack2/Materials/M_Hangar_Ceiling.M_Hangar_Ceiling","0","14","1","1","39.424904","0","116"
"/Game/EnvironmentPack2/Materials/M_Ivy_02.M_Ivy_02","0","29","1","1","93.956932","0","516"
"/Game/EnvironmentPack2/Materials/M_PitGround.M_PitGround","0","14","1","1","50.267582","0","118"
"/Game/EnvironmentPack2/Materials/M_GroundAlphaBlend_Mat.M_GroundAlphaBlend_Mat","0","14","1","1","61.522053","0","118"
"/Game/EnvironmentPack2/Materials/M_Grass_Asian_Dark.M_Grass_Asian_Dark","0","33","1","1","151.481705","0","571"
"/Game/EnvironmentPack2/Materials/M_Grass_Asian.M_Grass_Asian","0","33","1","1","136.908829","0","586"
"/Game/EnvironmentPack2/Materials/M_Grass_Tuft_Dark.M_Grass_Tuft_Dark","0","33","1","1","155.393661","0","564"
"/Game/EnvironmentPack2/Materials/M_Grass_Tuft_Asian.M_Grass_Tuft_Asian","0","33","1","1","144.096848","0","567"
"/Game/EnvironmentPack2/Materials/M_Surbase.M_Surbase","0","23","1","1","99.294952","0","298"
"/Game/EnvironmentPack2/Materials/M_StoneWall.M_StoneWall","0","23","1","1","106.344543","0","298"
"/Game/EnvironmentPack2/Materials/M_PillarRuin.M_PillarRuin","0","23","1","1","102.771431","0","245"
"/Game/EnvironmentPack2/Materials/M_DamWall.M_DamWall","0","23","1","1","114.175606","0","298"
"/Game/EnvironmentPack2/Materials/M_BrokenStoneFloor.M_BrokenStoneFloor","0","14","1","1","55.453659","0","109"
"/Game/EnvironmentPack2/Materials/M_FrontHall_WoodCeiling.M_FrontHall_WoodCeiling","0","15","1","1","74.390984","0","131"
"/Game/EnvironmentPack2/Materials/M_Fountain2.M_Fountain2","0","14","1","1","55.106167","0","118"
"/Game/EnvironmentPack2/Materials/M_Fountain1.M_Fountain1","0","14","1","1","41.449974","0","118"
"/Game/EnvironmentPack2/Materials/M_Floor_Grating.M_Floor_Grating","0","14","1","1","51.712284","0","109"
"/Game/EnvironmentPack2/Materials/M_Leaves_SubUV.M_Leaves_SubUV","0","36","1","1","94.330826","0","559"
"/Game/EnvironmentPack2/Materials/M_Flag01.M_Flag01","0","15","1","1","61.229725","0","139"
"/Game/EnvironmentPack2/Materials/M_FireAltar.M_FireAltar","0","14","1","1","58.954617","0","118"
"/Game/EnvironmentPack2/Materials/M_ExteriorWindow.M_ExteriorWindow","0","14","1","1","51.078423","0","105"
"/Game/EnvironmentPack2/Materials/M_StoneWall_03.M_StoneWall_03","0","24","1","1","105.118004","0","297"
"/Game/EnvironmentPack2/Materials/M_Slabs.M_Slabs","0","14","1","1","52.921444","0","95"
"/Game/EnvironmentPack2/Materials/M_ExtCastle_Plants.M_ExtCastle_Plants","0","33","1","1","151.305206","0","418"
"/Game/EnvironmentPack2/Materials/M_Decay.M_Decay","0","23","1","1","97.412346","0","203"
"/Game/EnvironmentPack2/Materials/M_ExtAsianCastle_Plant_Dark.M_ExtAsianCastle_Plant_Dark","0","33","1","1","146.059174","0","435"
"/Game/EnvironmentPack2/Materials/M_Elevator_RoomChains.M_Elevator_RoomChains","0","23","1","1","100.017570","0","191"
"/Game/EnvironmentPack2/Materials/M_Drawbridge.M_Drawbridge","0","14","7","1","55.359665","0","91"
"/Game/EnvironmentPack2/Materials/M_PineTree_Translucent.M_PineTree_Translucent","0","24","1","1","102.093315","0","246"
"/Game/EnvironmentPack2/Materials/M_PineTree.M_PineTree","0","14","1","1","49.878941","0","118"
"/Game/EnvironmentPack2/Materials/M_Tile.M_Tile","0","24","1","1","116.254189","0","211"
"/Game/EnvironmentPack2/Materials/M_Steps.M_Steps","0","24","1","1","112.200089","0","239"
"/Game/EnvironmentPack2/Materials/M_GrassAsian_Tiled_Forest.M_GrassAsian_Tiled_Forest","0","23","1","1","94.374977","0","220"
"/Game/EnvironmentPack2/Materials/M_GrassAsian_Tiled02.M_GrassAsian_Tiled02","0","23","1","1","90.382484","0","277"
"/Game/EnvironmentPack2/Materials/M_DesertLandscape.M_DesertLandscape","0","23","1","1","103.637947","0","220"
"/Game/EnvironmentPack2/Materials/M_DesertArenaSand.M_DesertArenaSand","0","23","1","1","91.518562","0","298"
"/Game/EnvironmentPack2/Materials/M_DemonDoor.M_DemonDoor","0","23","1","1","94.451797","0","298"
"/Game/EnvironmentPack2/Materials/M_HollowLog.M_HollowLog","0","14","1","1","56.089928","0","107"
"/Game/EnvironmentPack2/Materials/M_Deadwood.M_Deadwood","0","23","1","1","87.723442","0","276"
"/Game/EnvironmentPack2/Materials/M_DeadTree.M_DeadTree","0","14","1","1","55.515938","0","95"
"/Game/EnvironmentPack2/Materials/M_DeadTreeBranch.M_DeadTreeBranch","0","29","1","1","109.466324","0","460"
"/Game/EnvironmentPack2/Materials/M_DirtAsian.M_DirtAsian","0","23","1","1","88.096191","0","298"
"/Game/EnvironmentPack2/Materials/M_Dam_Ground.M_Dam_Ground","0","23","1","1","107.098579","0","240"
"/Game/EnvironmentPack2/Materials/M_DamagedWall.M_DamagedWall","0","24","1","1","109.793892","0","291"
"/Game/EnvironmentPack2/Materials/M_Courtyard_Surbase.M_Courtyard_Surbase","0","24","1","1","108.151512","0","326"
"/Game/EnvironmentPack2/Materials/M_Courtyard_StoneFloor.M_Courtyard_StoneFloor","0","15","1","1","64.274841","0","146"
"/Game/EnvironmentPack2/Materials/M_Courtyard_StoneFloorTrim.M_Courtyard_StoneFloorTrim","0","15","1","1","72.832222","0","133"
"/Game/EnvironmentPack2/Materials/M_Courtyard_Pillar_D.M_Courtyard_Pillar_D","0","24","1","1","116.696175","0","314"
"/Game/EnvironmentPack2/Materials/M_ColumnSupport.M_ColumnSupport","0","24","1","1","111.020409","0","304"
"/Game/Weapon_Pack/Materials/Weapons/M_WeaponSet_2.M_WeaponSet_2","0","37","1","1","149.992325","0","703"
"/Game/EnvironmentPack2/Materials/M_Column01.M_Column01","0","23","1","1","94.807747","0","298"
"/Game/Weapon_Pack/Materials/Weapons/M_WeaponSet_1.M_WeaponSet_1","0","37","1","1","152.332657","0","636"
"/Game/EnvironmentPack2/Materials/M_Coliseum_4_Transparent.M_Coliseum_4_Transparent","0","24","1","1","97.492279","0","300"
"/Game/EnvironmentPack2/Materials/M_Coliseum_4_Masked.M_Coliseum_4_Masked","0","42","1","1","167.098251","0","948"
"/Game/EnvironmentPack2/Materials/M_Coliseum_4.M_Coliseum_4","0","24","1","1","109.941513","0","328"
"/Game/EnvironmentPack2/Materials/M_Coliseum_3_2Sided.M_Coliseum_3_2Sided","0","29","1","1","109.309608","0","471"
"/Game/EnvironmentPack2/Materials/M_Coliseum_3.M_Coliseum_3","0","24","1","1","105.093781","0","341"
"/Game/Weapon_Pack/Materials/Weapons/M_WeaponSet_2Dirty.M_WeaponSet_2Dirty","0","37","1","1","154.136032","0","691"
"/Game/EnvironmentPack2/Materials/M_Coliseum_2.M_Coliseum_2","0","24","1","1","108.445976","0","325"
"/Game/EnvironmentPack2/Materials/M_Coliseum_1.M_Coliseum_1","0","24","1","1","107.653465","0","334"
"/Game/EnvironmentPack2/Materials/M_Cobble_02.M_Cobble_02","0","24","1","1","125.491264","0","297"
"/Game/EnvironmentPack2/Materials/M_Clock_FloorStones.M_Clock_FloorStones","0","14","1","1","58.879272","0","118"
"/Game/EnvironmentPack2/Materials/M_Clock_02.M_Clock_02","0","14","1","1","54.563473","0","118"
"/Game/Weapon_Pack/Materials/Weapons/M_WeaponSet_1Dirty.M_WeaponSet_1Dirty","0","37","1","1","143.621765","0","702"
"/Game/EnvironmentPack2/Materials/M_Clock_01.M_Clock_01","0","14","1","1","59.752934","0","118"
"/Game/Weapon_Pack/Materials/Set/M_Wall_Window_Frame1.M_Wall_Window_Frame1","0","23","1","1","98.913315","0","296"
"/Game/EnvironmentPack2/Materials/M_Cliff01.M_Cliff01","0","39","1","1","158.910614","0","675"
"/Game/Weapon_Pack/Materials/Set/M_Wall_Window_Frame2.M_Wall_Window_Frame2","0","23","1","1","96.398216","0","191"
"/Game/EnvironmentPack2/Materials/M_CastleCustom.M_CastleCustom","0","24","2","1","110.536278","0","214"
"/Game/EnvironmentPack2/Materials/M_CastleStitched_NRMS.M_CastleStitched_NRMS","0","24","1","1","83.808655","0","207"
"/Game/EnvironmentPack2/Materials/M_CastleStitched.M_CastleStitched","0","15","1","1","50.008335","0","81"
"/Game/Weapon_Pack/Materials/Set/M_Stone_Wall_Trim.M_Stone_Wall_Trim","0","23","5","1","72.732422","0","113"
"/Game/EnvironmentPack2/Materials/M_CastlePieces.M_CastlePieces","0","14","9","1","44.706596","0","53"
"/Game/EnvironmentPack2/Materials/M_Petals_Static.M_Petals_Static","0","36","8","1","111.640511","0","311"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","23","1","0.000000","0","0"
"/Game/EnvironmentPack2/Materials/M_SoftDust.M_SoftDust","0","27","1","1","71.502235","0","404"
"/Game/EnvironmentPack2/Materials/M_Petals_SubUV.M_Petals_SubUV","0","36","1","1","96.823929","0","660"
"/Game/Weapon_Pack/Effects/Materials/Fire/M_HeatDistort.M_HeatDistort","0","78","6","1","261.753387","0","2240"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","23","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/Assets/City_of_Brass_Props/Materials/Lights_Mat.Lights_Mat","0","23","1","1","107.642136","0","162"
"/Game/Assets/City_of_Brass_Props/Materials/Enviro_Substance_Alpha_Material.Enviro_Substance_Alpha_Material","0","111","6","1","464.571899","0","2654"
"/Game/EnvironmentPack2/Materials/M_CliffWall_01.M_CliffWall_01","0","14","1","1","49.150742","0","65"
"/Game/EnvironmentPack2/Materials/M_RockAsian_03.M_RockAsian_03","0","14","1","1","59.728455","0","75"
"/Game/EnvironmentPack2/Materials/M_RockAsian_02.M_RockAsian_02","0","23","5","1","89.362030","0","128"
"/Game/EnvironmentPack2/Materials/M_RockAsian.M_RockAsian","0","23","5","1","90.252930","0","101"
"/Game/Assets/City_of_Brass_Props/Materials/Cloth_Substance_material.Cloth_Substance_material","0","87","7","2","386.626282","0","750"
"/Game/Assets/City_of_Brass_Props/Materials/Candle_Animated_Mat.Candle_Animated_Mat","0","84","8","2","315.696350","0","1005"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","112","8","2","337.854279","0","1220"
"/Game/Weapon_Pack/Blueprints/Lightshaft/Lightshaft/M_GodRay.M_GodRay","0","24","7","2","88.647705","0","110"
"/Game/EnvironmentPack2/Materials/M_Tree_FallBark_01.M_Tree_FallBark_01","0","14","1","1","42.376289","0","73"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","23","74","4","71.689049","0","113"
"/Game/Assets/City_of_Brass_Props/Materials/Enviro_Int_WorldUV_Mat.Enviro_Int_WorldUV_Mat","0","65","1","1","308.586761","0","1811"
"/Game/EnvironmentPack2/Materials/M_TransportVehicles.M_TransportVehicles","0","14","1","1","62.449478","0","78"
"/Game/EnvironmentPack2/Materials/M_TouchWind.M_TouchWind","0","27","1","1","79.199539","0","181"
"/Game/EnvironmentPack2/Materials/M_HeroRock.M_HeroRock","0","14","1","1","69.987572","0","85"
"/Game/EnvironmentPack2/Materials/M_Throne_Floor.M_Throne_Floor","0","29","5","1","133.612167","0","286"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","96","3","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","60","1","0.000000","0","0"
"/Game/Player/Modelo/Ch24_Body.Ch24_Body","0","28","4","1","135.915283","0","139"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","44","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","23","1","0.000000","0","0"
"/Game/EnvironmentPack2/Materials/M_WroughtIron.M_WroughtIron","0","15","2","1","89.451988","0","48"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","96","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","23","1","0.000000","0","0"
"/Game/EnvironmentPack2/Materials/M_WoodBoards_04.M_WoodBoards_04","0","14","4","1","72.709267","0","64"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","72","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Game/Weapon_Pack/Effects/Materials/Flares/M_FlareRound.M_FlareRound","0","27","5","1","80.441071","0","141"
"/Game/EnvironmentPack2/Materials/M_BambooMountain.M_BambooMountain","0","29","1","1","127.848198","0","327"
"/Game/EnvironmentPack2/Materials/M_Asia_Column.M_Asia_Column","0","23","1","1","106.740196","0","130"
"/Game/EnvironmentPack2/Materials/M_Asia_Cement.M_Asia_Cement","0","23","2","1","112.297150","0","141"
"/Game/EnvironmentPack2/Materials/M_Asia_bridge.M_Asia_bridge","0","23","1","1","103.122421","0","194"
"/Game/EnvironmentPack2/Materials/M_AsianGrass_Combined.M_AsianGrass_Combined","0","33","8","1","166.996460","0","227"
"/Game/EnvironmentPack2/Materials/M_BonsaiBell_02.M_BonsaiBell_02","0","23","2","1","97.058342","0","99"
"/Game/EnvironmentPack2/Materials/M_Cage_Masked.M_Cage_Masked","0","29","3","1","119.047142","0","398"
"/Game/EnvironmentPack2/Materials/M_Cage.M_Cage","0","14","5","1","57.121868","0","69"
"/Game/Weapon_Pack/Materials/Set/M_Stone_Wall.M_Stone_Wall","0","23","4","1","104.385635","0","162"
"/Game/EnvironmentPack2/Materials/M_Building_01.M_Building_01","0","14","3","1","52.341488","0","107"
"/Game/EnvironmentPack2/Materials/M_BookShelf.M_BookShelf","0","14","3","1","67.397743","0","79"
"/Game/Weapon_Pack/Materials/M_Stained_Glass.M_Stained_Glass","0","35","1","1","409.281097","0","398"
"/Game/Weapon_Pack/Materials/Set/M_Window_Frames.M_Window_Frames","0","23","6","1","99.487000","0","186"
"/Game/EnvironmentPack2/Materials/M_BonsaiBell_01Alpha.M_BonsaiBell_01Alpha","0","42","2","1","147.820770","0","414"
"/Game/EnvironmentPack2/Materials/M_BonsaiBell_01.M_BonsaiBell_01","0","23","4","1","94.700508","0","103"
"/Game/Weapon_Pack/Materials/Set/M_Floor.M_Floor","0","24","6","1","81.575447","0","175"
"/Game/EnvironmentPack2/Materials/M_BlockWall_02_D.M_BlockWall_02_D","0","14","1","1","47.091858","0","66"
"/Game/EnvironmentPack2/Materials/M_BlockWall_07_NRMS.M_BlockWall_07_NRMS","0","24","2","1","129.657318","0","122"
"/Game/EnvironmentPack2/Materials/M_Barrel_01.M_Barrel_01","0","14","3","1","67.028229","0","50"
"/Game/EnvironmentPack2/Materials/M_Asia_Barrier.M_Asia_Barrier","0","23","6","1","99.938469","0","253"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","33","1","0.000000","0","0"
